cik,company,fyear,period,filing_date,accession,form,listed,in_sample,coregistrant_copy,n_item1a_sentences,risk_section_length,risk_section_length_ln,n_titles,secrets,readability,cyber_risk,cyber_risk_jaccard,n_train,crd_sentences,crd_sentences_ratio,negative_words,precise_words,litigious_words,negative_words_raw,precise_words_strong_modal,litigious_words_raw,mentions_insurance,cyber_insurance,cyber_insurance_partial,n_words,n_words_adj,sic,ff12
1099160,BEASLEY BROADCAST GROUP INC,2016,20161231,2017-03-23,0001193125-17-093457,10-K,True,True,False,270.0,259.0,5.560681631015528,33.0,0.0,6816650.0,0.509236092225083,0.22313882870998752,25,11,0.040740740740740744,0.19339622641509435,-0.014150943396226415,0.02830188679245283,0.11452513966480447,0.0,0.01675977653631285,0,0,0,358,212,4832,Telcm
1175609,"CAVIUM, INC.",2016,20161231,2017-02-28,0001564590-17-002880,10-K,True,True,False,696.0,690.0,6.53813982376767,51.0,1.0,15047599.0,0.5115710055558915,0.18134148966806185,30,6,0.008620689655172414,0.14705882352941177,-0.03676470588235294,0.04411764705882353,0.08045977011494253,0.0,0.022988505747126436,0,0,0,261,136,3674,BusEq
1510873,SLM Student Loan Trust 2011-2,2016,20161231,2017-03-24,0001140361-17-013208,10-K,False,True,False,1.0,1.0,0.6931471805599453,1.0,0.0,523196.0,0.0,0.0,23,0,0.0,,,,,,,0,0,0,0,0,6189,Money
1163370,NORTHRIM BANCORP INC,2016,20161231,2017-03-13,0001163370-17-000010,10-K,True,True,False,237.0,222.0,5.407171771460119,26.0,0.0,26724449.0,0.5202896695273986,0.18411970609029404,27,15,0.06329113924050633,0.12734082397003746,-0.00749063670411985,0.033707865168539325,0.07296137339055794,0.0,0.019313304721030045,0,0,0,466,267,6035,Money
1532390,ALKALINE WATER Co INC,2016,20170331,2017-07-14,0001062993-17-003236,10-K,False,True,False,214.0,214.0,5.3706380281276624,38.0,1.0,5005300.0,0.0,0.0,29,0,0.0,,,,,,,0,0,0,0,0,5140,Shops
1172298,Petro River Oil Corp.,2016,20170430,2017-07-31,0001654954-17-006772,10-K,True,True,False,237.0,237.0,5.472270673671475,43.0,0.0,5026484.0,0.0,0.0,29,0,0.0,,,,,,,0,0,0,0,0,1311,Enrgy
1435387,Discovery Energy Corp.,2016,20170228,2017-06-13,0001144204-17-032229,10-K,False,True,False,334.0,334.0,5.814130531825066,39.0,0.0,3627251.0,0.0,0.0,27,0,0.0,,,,,,,0,0,0,0,0,1382,Enrgy
1516551,"Nemus Bioscience, Inc.",2016,20161231,2017-03-10,0001640334-17-000456,10-K,True,True,False,750.0,750.0,6.621405651764134,99.0,1.0,4443490.0,0.0,0.0,27,0,0.0,,,,,,,0,0,0,0,0,2834,Hlth
1003078,MSC INDUSTRIAL DIRECT CO INC,2017,20170902,2017-10-31,0001003078-17-000307,10-K,True,True,False,212.0,207.0,5.337538079701318,48.0,0.0,11273551.0,0.4803158658448304,0.1654643876518756,33,5,0.02358490566037736,0.2857142857142857,-0.025974025974025976,0.03896103896103896,0.16296296296296298,0.0,0.022222222222222223,0,0,0,135,77,5084,Shops
14693,BROWN FORMAN CORP,2016,20170430,2017-06-15,0000014693-17-000119,10-K,True,True,False,237.0,233.0,5.455321115357702,21.0,0.0,15199478.0,0.482984086805213,0.1792593833475756,27,4,0.016877637130801686,0.17543859649122806,-0.008771929824561403,0.02631578947368421,0.091324200913242,0.0,0.0136986301369863,0,0,0,219,114,2080,NoDur
908315,WINMARK CORP,2016,20161231,2017-03-10,0001558370-17-001591,10-K,True,True,False,119.0,115.0,4.7535901911063645,18.0,0.0,9688336.0,0.4035382766767289,0.14648276015887696,27,4,0.03361344537815126,0.16101694915254236,-0.01694915254237288,0.03389830508474576,0.09417040358744394,0.0,0.017937219730941704,0,0,0,223,118,5900,Shops
1542299,"Georgetown Bancorp, Inc.",2016,20161231,2017-03-30,0001558370-17-002299,10-K,True,True,False,280.0,271.0,5.605802066295998,29.0,0.0,33316537.0,0.49122845608995147,0.16426549112685335,22,9,0.03214285714285714,0.20353982300884957,-0.02654867256637168,0.05309734513274336,0.10599078341013825,0.0,0.027649769585253458,0,0,0,217,113,6022,Money
1434621,"LendingTree, Inc.",2016,20161231,2017-02-28,0001434621-17-000017,10-K,True,True,False,754.0,745.0,6.61472560020376,115.0,1.0,13442312.0,0.45385369483099,0.19121502177989644,30,9,0.011936339522546418,0.15286624203821655,-0.006369426751592357,0.03821656050955414,0.09154929577464789,0.0,0.02112676056338028,0,0,0,284,157,6163,Money
753308,NEXTERA ENERGY INC,2017,20171231,2018-02-16,0000753308-18-000013,10-K,True,True,False,339.0,328.0,5.796057750765372,72.0,0.0,34007169.0,0.4750144175635457,0.18479892438369255,32,11,0.032448377581120944,0.08661417322834646,-0.007874015748031496,0.007874015748031496,0.05188679245283019,0.0,0.0047169811320754715,0,0,0,424,254,4911,Utils
1211211,Median Group Inc,2017,20171231,2018-04-20,0001642863-18-000003,10-K,False,True,False,235.0,235.0,5.4638318050256105,41.0,0.0,2032801.0,0.0,0.0,35,0,0.0,,,,,,,0,0,0,0,0,7310,Other
1392380,"Gevo, Inc.",2017,20171231,2018-03-28,0001564590-18-006978,10-K,True,True,False,997.0,994.0,6.902742737158593,96.0,1.0,14812123.0,0.44982765085454407,0.13721300254262317,29,3,0.003009027081243731,0.3508771929824561,-0.0,0.03508771929824561,0.2127659574468085,0.0,0.02127659574468085,0,0,0,94,57,2860,Chems
1230058,KAANAPALI LAND LLC,2017,20171231,2018-03-29,0000892626-18-000064,10-K,False,True,False,92.0,92.0,4.532599493153256,9.0,0.0,4261173.0,0.0,0.0,28,0,0.0,,,,,,,0,0,0,0,0,6552,Money
894081,"Air Transport Services Group, Inc.",2017,20171231,2018-03-01,0000894081-18-000040,10-K,True,True,False,262.0,258.0,5.556828061699537,35.0,0.0,12464271.0,0.2022741478635158,0.09043354594820993,32,4,0.015267175572519083,0.18181818181818182,-0.01818181818181818,0.0,0.11494252873563218,0.0,0.0,0,0,0,87,55,4513,Other
3453,"Matson, Inc.",2017,20171231,2018-02-23,0001558370-18-001004,10-K,True,True,False,257.0,251.0,5.529429087511423,39.0,0.0,25371326.0,0.5722779010949912,0.19850748211293084,29,6,0.023346303501945526,0.13815789473684212,-0.013157894736842105,0.019736842105263157,0.08906882591093117,0.0,0.012145748987854251,0,0,0,247,152,4400,Other
1419612,SolarEdge Technologies Inc,2017,20171231,2018-02-20,0001178913-18-000655,10-K,True,True,False,460.0,442.0,6.093569770045136,55.0,1.0,13816016.0,0.4823987381133045,0.2107500549816813,32,18,0.0391304347826087,0.16138328530259366,-0.005763688760806916,0.037463976945244955,0.09247648902821316,0.0,0.02037617554858934,0,0,0,638,347,3674,BusEq
104894,WASHINGTON REAL ESTATE INVESTMENT TRUST,2017,20171231,2018-02-20,0000104894-18-000022,10-K,True,True,False,639.0,629.0,6.4457198193855785,59.0,1.0,17809218.0,0.44160936261319184,0.1652243011727401,32,10,0.01564945226917058,0.0945273631840796,-0.024875621890547265,0.029850746268656716,0.055401662049861494,0.0,0.01662049861495845,0,0,0,361,201,6798,Money
81362,QUAKER CHEMICAL CORP,2017,20171231,2018-02-28,0000081362-18-000003,10-K,True,True,False,196.0,188.0,5.241747015059643,22.0,1.0,19137866.0,0.5783008059314689,0.19587645509619353,31,8,0.04081632653061224,0.10810810810810811,-0.02027027027027027,0.02027027027027027,0.06349206349206349,0.0,0.011904761904761904,0,0,0,252,148,2990,Enrgy
885462,"GULF RESOURCES, INC.",2017,20171231,2018-03-16,0001193805-18-000422,10-K,True,True,False,1.0,1.0,0.6931471805599453,0.0,0.0,4908745.0,0.0,0.0,30,0,0.0,,,,,,,0,0,0,0,0,2800,Chems
1065696,LKQ CORP,2017,20171231,2018-02-28,0001065696-18-000004,10-K,True,True,False,546.0,540.0,6.293419278846481,44.0,0.0,25809000.0,0.4878509492403,0.19607520729262853,31,6,0.01098901098901099,0.232,-0.0,0.056,0.12554112554112554,0.0,0.030303030303030304,0,0,0,231,125,5010,Shops
1311241,INTERMOLECULAR INC,2017,20171231,2018-03-02,0001564590-18-004255,10-K,True,True,False,440.0,436.0,6.07993319509559,45.0,1.0,10899101.0,0.31584968799949964,0.11315653545291919,32,4,0.00909090909090909,0.2631578947368421,-0.0,0.03508771929824561,0.13114754098360656,0.0,0.01639344262295082,0,0,0,122,57,3674,BusEq
745732,ROSS STORES INC,2017,20180203,2018-04-03,0000745732-18-000004,10-K,True,True,False,177.0,164.0,5.10594547390058,21.0,0.0,8354231.0,0.5994830188352234,0.2220901554737283,31,13,0.07344632768361582,0.19407894736842105,-0.003289473684210526,0.03618421052631579,0.1111111111111111,0.0,0.02071563088512241,0,0,0,531,304,5651,Shops
1013462,ANSYS INC,2017,20171231,2018-02-22,0001013462-18-000004,10-K,True,True,False,283.0,262.0,5.572154032177765,28.0,1.0,9467903.0,0.40575554418422743,0.20752311095987191,29,21,0.07420494699646643,0.1708542713567839,-0.007537688442211055,0.02512562814070352,0.09806629834254144,0.0,0.013812154696132596,0,0,0,724,398,7372,BusEq
1594109,GrubHub Inc.,2017,20171231,2018-02-28,0001564590-18-003852,10-K,True,True,False,542.0,519.0,6.253828811575473,56.0,1.0,14516791.0,0.5267476177948281,0.22467468498535192,31,23,0.042435424354243544,0.15217391304347827,-0.008695652173913044,0.030434782608695653,0.08851674641148326,0.0,0.01674641148325359,0,0,0,836,460,7389,Other
811240,"BIOLASE, INC",2017,20171231,2018-03-14,0001564590-18-005648,10-K,True,True,False,561.0,554.0,6.318968113746434,54.0,0.0,14330998.0,0.5150292630214991,0.14595859964144628,31,7,0.012477718360071301,0.22580645161290322,-0.0,0.06451612903225806,0.11382113821138211,0.0,0.032520325203252036,0,0,0,123,62,3843,Hlth
1367920,"CONCERT PHARMACEUTICALS, INC.",2017,20171231,2018-03-01,0001367920-18-000012,10-K,True,True,False,1068.0,1068.0,6.974478911025045,76.0,1.0,18356460.0,0.0,0.0,32,0,0.0,,,,,,,0,0,0,0,0,2834,Hlth
1423221,Quanex Building Products CORP,2018,20181031,2018-12-11,0001423221-18-000016,10-K,True,True,False,117.0,117.0,4.770684624465665,26.0,1.0,13883426.0,0.0,0.0,20,0,0.0,,,,,,,0,0,0,0,0,3350,Manuf
1094038,TAPIMMUNE INC.,2017,20171231,2018-03-23,0001144204-18-016734,10-K,False,True,False,441.0,436.0,6.07993319509559,56.0,1.0,6453750.0,0.4350833585039874,0.15227427615295583,30,5,0.011337868480725623,0.19767441860465115,-0.011627906976744186,0.023255813953488372,0.10625,0.0,0.0125,0,0,0,160,86,2834,Hlth
859737,HOLOGIC INC,2018,20180929,2018-11-20,0000859737-18-000020,10-K,True,True,False,677.0,658.0,6.490723534502507,64.0,1.0,18999593.0,0.5333136720217944,0.22838744251495435,20,19,0.028064992614475627,0.11594202898550725,-0.01932367149758454,0.05314009661835749,0.06896551724137931,0.0,0.031609195402298854,0,0,0,696,414,3844,Hlth
1561032,"Healthcare Trust, Inc.",2017,20171231,2018-03-20,0001561032-18-000003,10-K,False,True,False,952.0,936.0,6.842683282238422,112.0,0.0,24511279.0,0.492923148761444,0.21130189729311769,30,16,0.01680672268907563,0.17301038062283736,-0.006920415224913495,0.02768166089965398,0.0965391621129326,0.0,0.014571948998178506,0,0,0,549,289,6798,Money
1616280,California Republic Auto Receivables Trust 2014-3,2017,20171231,2018-03-30,0001193125-18-102315,10-K,False,True,False,1.0,1.0,0.6931471805599453,0.0,0.0,154914.0,0.0,0.0,30,0,0.0,,,,,,,0,0,0,0,0,6189,Money
1631569,Community Healthcare Trust Inc,2017,20171231,2018-02-22,0001631569-18-000009,10-K,True,True,False,721.0,701.0,6.553933404025811,81.0,0.0,10437370.0,0.4552701419306353,0.19168949559983833,29,20,0.027739251040221916,0.09841269841269841,-0.009523809523809525,0.06984126984126984,0.06043956043956044,0.0,0.040293040293040296,1,1,0,546,315,6798,Money
921582,IMAX CORP,2017,20171231,2018-02-27,0001193125-18-061184,10-K,True,True,False,270.0,264.0,5.579729825986222,31.0,0.0,22631995.0,0.4329694820032172,0.16999354753179666,30,6,0.022222222222222223,0.07947019867549669,-0.033112582781456956,0.019867549668874173,0.045112781954887216,0.0,0.011278195488721804,1,1,0,266,151,3861,Manuf
1482913,SLM Student Loan Trust 2010-2,2017,20171231,2018-03-30,0001140361-18-016135,10-K,False,True,False,1.0,1.0,0.6931471805599453,1.0,0.0,703287.0,0.0,0.0,30,0,0.0,,,,,,,0,0,0,0,0,6189,Money
1593195,"tronc, Inc.",2017,20171231,2018-03-16,0001593195-18-000011,10-K,True,True,False,508.0,478.0,6.171700597410915,56.0,1.0,18190311.0,0.5940571784495088,0.22466506151764423,30,30,0.05905511811023622,0.16022099447513813,-0.007366482504604052,0.06629834254143646,0.09297520661157024,0.0,0.0371900826446281,1,1,1,968,543,2711,NoDur
1577882,Vortex Blockchain Technologies Inc.,2017,20180331,2018-07-16,0001594062-18-000137,10-K,False,True,False,143.0,143.0,4.969813299576001,25.0,0.0,1688072.0,0.0,0.0,30,0,0.0,,,,,,,0,0,0,0,0,3281,Manuf
812796,"SOLIGENIX, INC.",2017,20171231,2018-03-15,0001213900-18-003007,10-K,True,True,False,457.0,457.0,6.126869184114185,25.0,1.0,5188117.0,0.0,0.0,31,0,0.0,,,,,,,0,0,0,0,0,2834,Hlth
856984,USA EQUITIES CORP.,2017,20171231,2018-08-27,0001493152-18-012599,10-K,True,True,False,117.0,117.0,4.770684624465665,19.0,0.0,1133760.0,0.0,0.0,28,0,0.0,,,,,,,0,0,0,0,0,3841,Hlth
1358190,Orient Paper Inc.,2017,20171231,2018-04-17,0001213900-18-004589,10-K,True,True,False,367.0,367.0,5.908082938168931,48.0,0.0,8318109.0,0.0,0.0,35,0,0.0,,,,,,,0,0,0,0,0,2670,Manuf
1392545,"Lightning Gaming, Inc.",2017,20171231,2018-03-28,0000890163-18-000015,10-K,False,True,False,217.0,217.0,5.384495062789089,34.0,0.0,1559179.0,0.0,0.0,29,0,0.0,,,,,,,0,0,0,0,0,7372,BusEq
1505413,VOC Energy Trust,2017,20171231,2018-03-14,0001047469-18-001645,10-K,True,True,False,286.0,286.0,5.659482215759621,32.0,1.0,1123298.0,0.0,0.0,31,0,0.0,,,,,,,0,0,0,0,0,1311,Enrgy
1506307,"KINDER MORGAN, INC.",2017,20171231,2018-02-09,0001506307-18-000010,10-K,True,True,False,359.0,359.0,5.886104031450156,52.0,0.0,29029088.0,0.0,0.0,30,0,0.0,,,,,,,0,0,0,0,0,4922,Utils
1350653,"Alphatec Holdings, Inc.",2017,20171231,2018-03-09,0001564590-18-005156,10-K,True,True,False,851.0,837.0,6.731018100482083,70.0,1.0,13690994.0,0.5483323995262175,0.21028037451244672,31,14,0.01645123384253819,0.1580547112462006,-0.0,0.0668693009118541,0.09481216457960644,0.0,0.03935599284436494,0,0,0,559,329,3841,Hlth
1674760,Goldman Sachs Private Middle Market Credit LLC,2017,20171231,2018-02-23,0001193125-18-054377,10-K,False,True,False,767.0,759.0,6.633318433280377,98.0,0.0,1866247.0,0.45495223729552664,0.17395120919448986,29,8,0.010430247718383311,0.2080536912751678,-0.03355704697986577,0.006711409395973154,0.11567164179104478,0.0,0.0037313432835820895,1,1,0,268,149,,
1411906,"Ampio Pharmaceuticals, Inc.",2017,20171231,2018-03-06,0001144204-18-013087,10-K,True,True,False,503.0,499.0,6.214608098422191,47.0,1.0,7301869.0,0.27922178452525676,0.11477697469070526,32,4,0.007952286282306162,0.16666666666666666,-0.06666666666666667,0.016666666666666666,0.1111111111111111,0.0,0.010101010101010102,0,0,0,99,60,2834,Hlth
1610418,CNX Midstream Partners LP,2018,20181231,2019-02-07,0001610418-19-000022,10-K,True,True,False,1043.0,1028.0,6.9363427358340495,112.0,0.0,7713467.0,0.5667320484560315,0.20538262309471492,17,15,0.014381591562799617,0.14909090909090908,-0.01818181818181818,0.01818181818181818,0.08686440677966102,0.0,0.01059322033898305,0,0,0,472,275,4922,Utils
1301501,"Achaogen, Inc.",2018,20181231,2019-04-01,0001564590-19-010412,10-K,True,True,False,1300.0,1290.0,7.1631723908466425,86.0,1.0,14457103.0,0.5815421903739617,0.20446329522591322,11,10,0.007692307692307693,0.21800947867298578,-0.0,0.03317535545023697,0.12266666666666666,0.0,0.018666666666666668,0,0,0,375,211,2834,Hlth
1394319,"Tracon Pharmaceuticals, Inc.",2018,20181231,2019-03-01,0001564590-19-005597,10-K,True,True,False,960.0,943.0,6.8501261661455,71.0,1.0,10492615.0,0.5859973918766451,0.2197394726788542,12,17,0.017708333333333333,0.1343669250645995,-0.012919896640826873,0.08785529715762273,0.07692307692307693,0.0,0.04934687953555878,1,1,1,689,387,2836,Hlth
1631282,DATASEA INC.,2019,20190630,2019-10-15,0001213900-19-020387,10-K,True,True,False,522.0,513.0,6.2422232654551655,79.0,0.0,3869732.0,0.4816482634773126,0.15504953659316076,2,9,0.017241379310344827,0.06666666666666667,-0.0,0.048484848484848485,0.03767123287671233,0.0,0.0273972602739726,0,0,0,292,165,7372,BusEq
1509892,Garrison Capital Inc.,2018,20181231,2019-03-05,0001564590-19-006304,10-K,True,True,False,750.0,743.0,6.612041034833092,113.0,0.0,12154046.0,0.520833155261765,0.18525488665088083,12,7,0.009333333333333334,0.16058394160583941,-0.021897810218978103,0.0072992700729927005,0.08764940239043825,0.0,0.00398406374501992,1,1,0,251,137,,
1364099,"Innophos Holdings, Inc.",2018,20181231,2019-02-27,0001364099-19-000004,10-K,True,True,False,296.0,292.0,5.680172609017068,32.0,1.0,17887120.0,0.49843769065919674,0.16985521489387043,11,4,0.013513513513513514,0.17117117117117117,-0.009009009009009009,0.06306306306306306,0.10555555555555556,0.0,0.03888888888888889,0,0,0,180,111,5160,Shops
27879,DELMARVA POWER & LIGHT CO /DE/,2018,20181231,2019-02-08,0001628280-19-001107,10-K,False,True,False,40174.0,40174.0,10.601000190605713,5175.0,1.0,127244877.0,0.0,0.0,17,0,0.0,,,,,,,0,0,0,0,0,4931,Utils
16058,CACI INTERNATIONAL INC /DE/,2018,20180630,2018-08-20,0001564590-18-022021,10-K,True,True,False,335.0,317.0,5.762051382780177,43.0,1.0,13954666.0,0.5897104680978925,0.21781577498982288,28,18,0.05373134328358209,0.23300970873786409,-0.019417475728155338,0.04854368932038835,0.13043478260869565,0.0,0.02717391304347826,1,1,1,552,309,7373,BusEq
1465264,"HD SUPPLY, INC.",2017,20180128,2018-03-13,0001047469-18-001552,10-K,True,True,False,640.0,626.0,6.440946540632921,66.0,0.0,23941618.0,0.541427510976917,0.21609790481985564,30,14,0.021875,0.12867647058823528,-0.011029411764705883,0.011029411764705883,0.07792207792207792,0.0,0.006493506493506494,0,0,0,462,272,5000,Shops
939767,"EXELIXIS, INC.",2018,20181228,2019-02-22,0000939767-19-000042,10-K,True,True,False,731.0,704.0,6.558197802812269,55.0,1.0,14325343.0,0.5975878440461517,0.252164463499747,13,27,0.036935704514363885,0.08732876712328767,-0.00684931506849315,0.0547945205479452,0.051210428305400374,0.0017123287671232876,0.0297951582867784,0,0,0,1074,584,2836,Hlth
1732677,"Sustinere Holdings, Inc.",2018,20181231,2019-04-15,0001477932-19-001738,10-K,False,True,False,302.0,302.0,5.713732805509369,60.0,0.0,1110250.0,0.0,0.0,9,0,0.0,,,,,,,0,0,0,0,0,6770,Money
1407878,"Digital Locations, Inc.",2018,20181231,2019-04-01,0001477932-19-001311,10-K,True,True,False,187.0,187.0,5.236441962829949,30.0,0.0,25605017.0,0.0,0.0,11,0,0.0,,,,,,,0,0,0,0,0,4953,Other
1592057,"Enviva Partners, LP",2018,20181231,2019-03-04,0001592057-19-000003,10-K,True,True,False,771.0,765.0,6.641182169740591,93.0,0.0,13343935.0,0.5521593743234416,0.14645923712932338,12,6,0.007782101167315175,0.16666666666666666,-0.020833333333333332,0.0625,0.09826589595375723,0.0,0.03468208092485549,0,0,0,173,96,2400,Other
926326,"OMNICELL, Inc",2018,20181231,2019-02-27,0000926326-19-000007,10-K,True,True,False,584.0,559.0,6.327936783729195,43.0,1.0,12929914.0,0.638587177279142,0.2597907057504275,11,25,0.04280821917808219,0.12653061224489795,-0.01020408163265306,0.0653061224489796,0.0713463751438435,0.0,0.03682393555811277,0,0,0,869,490,3571,BusEq
785786,PLEXUS CORP,2019,20190928,2019-11-15,0000785786-19-000059,10-K,False,True,False,474.0,458.0,6.129050210060545,24.0,1.0,13643977.0,0.6259457149657309,0.2553113553113553,2,16,0.03375527426160337,0.14435695538057744,-0.010498687664041995,0.047244094488188976,0.08333333333333333,0.0,0.026785714285714284,1,1,1,672,381,3672,BusEq
1343009,Cannabics Pharmaceuticals Inc.,2019,20190831,2019-11-29,0001683168-19-003852,10-K,False,True,False,580.0,577.0,6.359573868672378,5.0,1.0,2600905.0,0.31602400557161947,0.07191780821917808,1,3,0.005172413793103448,0.22448979591836735,-0.02040816326530612,0.02040816326530612,0.12941176470588237,0.0,0.011764705882352941,0,0,0,85,49,2834,Hlth
32604,EMERSON ELECTRIC CO,2019,20190930,2019-11-18,0000032604-19-000048,10-K,False,True,False,99.0,86.0,4.465908118654584,15.0,0.0,17337153.0,0.4974468427083158,0.2185792349726776,1,13,0.13131313131313133,0.18575851393188855,-0.009287925696594427,0.04024767801857585,0.11299435028248588,0.0,0.02448210922787194,0,0,0,531,323,3600,Manuf
1694665,"Evelo Biosciences, Inc.",2018,20181231,2019-02-15,0001694665-19-000013,10-K,True,True,False,1354.0,1344.0,7.20414929203594,123.0,1.0,10347734.0,0.5341726807791152,0.17690516549234891,13,10,0.007385524372230428,0.15789473684210525,-0.005263157894736842,0.04736842105263158,0.07874015748031496,0.0,0.023622047244094488,0,0,0,381,190,2834,Hlth
1673350,Honda Auto Receivables 2016-2 Owner Trust,2018,20190331,2019-06-25,0001564590-19-023358,10-K,False,True,False,1.0,1.0,0.6931471805599453,1.0,0.0,282165.0,0.0,0.0,4,0,0.0,,,,,,,0,0,0,0,0,6189,Money
1031316,FRANKLIN STREET PROPERTIES CORP /MA/,2018,20181231,2019-02-12,0001558370-19-000594,10-K,True,True,False,249.0,240.0,5.484796933490655,38.0,0.0,15773145.0,0.5885851019731057,0.22443988225773764,14,9,0.03614457831325301,0.18562874251497005,-0.017964071856287425,0.04790419161676647,0.1038961038961039,0.0,0.025974025974025976,0,0,0,308,167,6798,Money
1035267,INTUITIVE SURGICAL INC,2018,20181231,2019-02-04,0001035267-19-000012,10-K,True,True,False,764.0,739.0,6.606650186198215,53.0,1.0,13717685.0,0.6373169695485356,0.24544211266205662,18,25,0.032722513089005235,0.14351851851851852,-0.020833333333333332,0.023148148148148147,0.08277703604806408,0.0,0.01335113484646195,0,0,0,749,432,3842,Hlth
1326200,GENCO SHIPPING & TRADING LTD,2018,20181231,2019-03-05,0001558370-19-001507,10-K,True,True,False,678.0,667.0,6.504288173536645,81.0,0.0,25824527.0,0.5280012349139761,0.2156019300052272,12,11,0.016224188790560472,0.15168539325842698,-0.0,0.03932584269662921,0.08626198083067092,0.0,0.022364217252396165,0,0,0,313,178,4412,Other
876378,TRANSENTERIX INC.,2018,20181231,2019-02-27,0001564590-19-004924,10-K,True,True,False,515.0,515.0,6.246106765481563,47.0,1.0,17951907.0,0.0,0.0,11,0,0.0,,,,,,,0,0,0,0,0,3841,Hlth
1712463,One Madison Corp,2018,20181231,2019-03-01,0001213900-19-003343,10-K,True,True,False,653.0,648.0,6.47543271670409,4.0,0.0,2910979.0,0.4806480782983054,0.12943968303402112,12,5,0.007656967840735069,0.1,-0.025,0.0125,0.06164383561643835,0.0,0.00684931506849315,0,0,0,146,80,2670,Manuf
1384905,RingCentral Inc,2018,20181231,2019-02-27,0001564590-19-004630,10-K,True,True,False,1100.0,1036.0,6.9440872082295275,69.0,1.0,15210948.0,0.6808051227233918,0.25210271847959514,11,64,0.05818181818181818,0.11398963730569948,-0.009622501850481125,0.03626943005181347,0.06392508143322476,0.0,0.019951140065146578,1,1,1,2456,1351,7374,BusEq
1559998,"Gaucho Group Holdings, Inc.",2018,20181231,2019-04-01,0001493152-19-004581,10-K,False,True,False,467.0,467.0,6.148468295917647,67.0,0.0,7637367.0,0.0,0.0,11,0,0.0,,,,,,,0,0,0,0,0,6552,Money
23795,CONSOLIDATED TOMOKA LAND CO,2018,20181231,2019-02-28,0001558370-19-001302,10-K,True,True,False,447.0,437.0,6.082218910376446,64.0,0.0,33140913.0,0.5282063781576982,0.19669721221271488,11,10,0.02237136465324385,0.2074468085106383,-0.02127659574468085,0.005319148936170213,0.11746987951807229,0.0,0.0030120481927710845,0,0,0,332,188,6798,Money
895421,MORGAN STANLEY,2018,20181231,2019-02-26,0001193125-19-051943,10-K,True,True,False,13985.0,13944.0,9.54287630006159,3792.0,0.0,,0.5378980296063215,0.22759158728068146,11,41,0.002931712549159814,0.1149789029535865,-0.05379746835443038,0.028481012658227847,0.06917850525015441,0.0010548523206751054,0.017294626312538603,1,1,1,1619,948,6211,Money
1704760,PENSARE ACQUISITION Corp,2018,20190331,2019-06-14,0001213900-19-010810,10-K,True,True,False,362.0,362.0,5.8944028342648505,57.0,0.0,3084632.0,0.0,0.0,5,0,0.0,,,,,,,0,0,0,0,0,7373,BusEq
1351636,"SHOTSPOTTER, INC",2018,20181231,2019-03-04,0001564590-19-006063,10-K,True,True,False,754.0,735.0,6.601230118728877,67.0,1.0,12735564.0,0.5642308665657808,0.26940798161676044,12,19,0.025198938992042442,0.16028708133971292,-0.009569377990430622,0.04784688995215311,0.08481012658227848,0.0,0.02531645569620253,1,1,0,790,418,7372,BusEq
876427,"MONRO, INC.",2018,20190330,2019-05-29,0001562762-19-000139,10-K,True,True,False,243.0,230.0,5.442417710521793,34.0,0.0,13929401.0,0.5930830346231206,0.22389109883679117,5,13,0.053497942386831275,0.16666666666666666,-0.016666666666666666,0.0625,0.091324200913242,0.0,0.03424657534246575,0,0,0,438,240,7500,Other
2488,ADVANCED MICRO DEVICES INC,2018,20181229,2019-02-08,0000002488-19-000011,10-K,True,True,False,549.0,521.0,6.257667587882639,50.0,1.0,14934215.0,0.5996499290759595,0.24775130475087295,17,28,0.051001821493624776,0.15306122448979592,-0.00510204081632653,0.04081632653061224,0.08857142857142856,0.0,0.022857142857142857,0,0,0,700,392,3674,BusEq
1173431,AMERITRADE HOLDING CORP,2005,20050930,2005-12-14,0000950137-05-014942,10-K,True,False,False,2012.0,2002.0,7.602401335665818,264.0,0.0,1109958.0,0.0,0.0,0,10,0.004970178926441352,0.21153846153846154,-0.00641025641025641,0.02564102564102564,0.12915129151291513,0.0,0.014760147601476014,0,0,0,271,156,6211,Money
34782,1ST SOURCE CORP,2005,20051231,2006-03-03,0000034782-06-000020,10-K,True,False,False,86.0,80.0,4.394449154672439,0.0,0.0,400495.0,0.0,0.0,0,6,0.06976744186046512,0.09565217391304348,-0.017391304347826087,0.017391304347826087,0.0625,0.0,0.011363636363636364,0,0,0,176,115,6022,Money
4447,AMERADA HESS CORP,2005,20051231,2006-03-09,0000950123-06-002849,10-K,True,False,False,3522.0,3522.0,8.167068178341237,631.0,0.0,1467589.0,0.0,0.0,0,0,0.0,,,,,,,0,0,0,0,0,2911,Enrgy
1046568,CAREER EDUCATION CORP,2005,20051231,2006-03-06,0001047469-06-002884,10-K,False,False,False,168.0,164.0,5.10594547390058,21.0,0.0,1314509.0,0.0,0.0,0,4,0.023809523809523808,0.2391304347826087,-0.0,0.043478260869565216,0.13793103448275862,0.0,0.022988505747126436,0,0,0,87,46,8200,Other
1051470,CROWN CASTLE INTERNATIONAL CORP,2005,20051231,2006-03-24,0001193125-06-062600,10-K,True,False,False,253.0,253.0,5.537334267018537,27.0,0.0,2429453.0,0.0,0.0,1,0,0.0,,,,,,,0,0,0,0,0,6798,Money
